"","Site ID","Site Name","Longitude","Latitude","Region","Activation Date","Deactivation Date"
"393","48_201_0039","Fuqua","-95.279167","29.6125",12,"1-Jan-75","31-Dec-84"
"394","48_201_0040","Jeannetta","-95.523889","29.733056",12,"1-Jan-76","31-Dec-88"
"395","48_201_0041","Seamist","-95.4375","29.801389",12,"1-Jan-76","27-Aug-89"
"396","48_201_0042","Hartsook","-95.228889","29.634167",12,"1-Jan-76","31-Dec-88"
"397","48_201_0043","Cullen","-95.355278","29.637778",12,"1-Jan-76","22-Apr-88"
"398","48_201_0044","Aberdeen 2","-95.438611","29.697222",12,"1-Jan-68","31-Dec-88"
"399","48_201_0045","BINGLE","-95.493889","29.834444",12,"1-Jan-76","1-Jan-99"
"400","48_201_0046","Houston North Wayside","-95.2840958","29.8280859",12,"1-Jan-76",""
"401","48_201_0047","Lang","-95.489167","29.834167",12,"1-Jan-78",""
"402","48_201_0048","Fulton 2","-95.382778","29.856667",12,"1-Jan-77","29-Dec-94"
"403","48_201_0049","Kress","-95.306944","29.775833",12,"1-Jan-78","31-Dec-81"
"404","48_201_0050","Market 2","-95.205278","29.7725",12,"1-Jan-78","31-Dec-81"
"405","48_201_0051","Houston Croquet","-95.474167","29.623889",12,"1-Jan-78",""
"406","48_201_0052","Clinton Drive","-95.276389","29.7275",12,"1-Jan-79","31-Dec-81"
"407","48_201_0053","Granada","-95.191667","29.787222",12,"1-Jan-79","31-Dec-81"
"408","48_201_0054","Kress 2","-95.3075","29.775833",12,"1-Jan-80","25-Oct-96"
"409","48_201_0055","Houston Bayland Park","-95.499219","29.6957294",12,"24-Mar-98",""
"410","48_201_0056","Gregg","-95.335833","29.776944",12,"13-Dec-80","31-Dec-88"
"411","48_201_0057","Galena Park","-95.238469","29.734231",12,"21-Oct-97",""
"412","48_201_0058","Baytown","-95.0312316","29.7706975",12,"25-Mar-98",""
"413","48_201_0059","MANCHESTER","-95.281111","29.705833",12,"1-Jan-81","21-Jan-98"
"414","48_201_0060","Houston Kirkpatrick","-95.2936223","29.8074146",12,"10-Feb-00",""
"415","48_201_0061","Shore Acres","-95.0181324","29.6150008",12,"28-May-98",""
"416","48_201_0062","Houston Monroe","-95.267222","29.625556",12,"1-Jan-84",""
"417","48_201_0063","Smith Branch Library","-95.35","29.725",12,"1-Jan-84","22-Apr-88"
"418","48_201_0064","ALLENDALE SUBDIVISION","-95.268889","29.699444",12,"19-Jan-93","1-May-99"
"419","48_201_0066","Houston Westhollow","-95.635833","29.723333",12,"1-Jul-94",""
"420","48_201_0068","Houston Wharton","-95.5428231","29.9475484",12,"1-Dec-93","3-May-12"
"421","48_201_0069","Milby Park","-95.2611301","29.7062492",12,"7-Apr-99",""
"422","48_201_0070","Houston Regional Office","-95.3156","29.73512",12,"3-May-00","15-Jun-12"
"423","48_201_0071","Pasadena HL&amp;P","-95.2013298","29.7164829",12,"17-Jul-00","31-Dec-16"
"424","48_201_0075","Houston Texas Avenue","-95.350278","29.752778",12,"30-Mar-01","24-Oct-16"
"425","48_201_0101","USEPA-482010101","0","0",12,"1-Jan-77","31-Dec-81"
"426","48_201_0307","Manchester/Central","-95.2599093","29.718799",12,"9-May-05",""
"427","48_201_0416","Park Place","-95.294722","29.686389",12,"22-Feb-06",""
"428","48_201_0551","Sheldon","-95.1602778","29.8586111",12,"17-Apr-02",""
"429","48_201_0552","Baytown Wetlands Center","-94.9847222","29.7330556",12,"11-Jun-03",""
"430","48_201_0553","Crosby Library","-95.0683333","29.9208333",12,"16-Jun-03",""
"431","48_201_0554","West Houston","-95.6569444","29.8330556",12,"24-Dec-03",""
"432","48_201_0555","Kingwood Library C555","-95.185","30.0547222",12,"1-Jan-04","18-Mar-10"
"433","48_201_0556","La Porte Sylvan Beach","-95.0097222","29.6552778",12,"1-Jan-04",""
"434","48_201_0557","Mercer Arboretum","-95.3811111","30.0380556",12,"12-Feb-04",""
"435","48_201_0558","Tom Bass","-95.3536111","29.5894444",12,"6-Feb-04",""
"436","48_201_0559","Katy Park","-95.8061111","29.8105556",12,"12-Mar-04",""
"437","48_201_0560","Atascocita","-95.235","29.961944",12,"29-Jul-04",""
"438","48_201_0561","Meyer Park","-95.5225","30.011667",12,"30-Jul-04",""
"439","48_201_0562","Bunker Hill Village","-95.538056","29.778333",12,"8-Oct-04",""
"440","48_201_0563","Huffman Wolf Road","-95.06147","30.05786",12,"21-Sep-10",""
"441","48_201_0570","Clear Brook High School","-95.1852778","29.5488889",12,"12-Sep-03",""
"442","48_201_0572","Clear Lake High School","-95.105","29.583333",12,"12-Sep-03",""
"443","48_201_0617","Wallisville Road","-94.99","29.821389",12,"30-May-03",""
"444","48_201_0669","TPC FTIR South","-95.252778","29.694722",12,"13-Jan-06",""
"445","48_201_0670","TPC FTIR North","-95.257222","29.701944",12,"1-Jan-06",""
"446","48_201_0671","Goodyear GC","-95.255","29.706111",12,"4-May-06",""
"447","48_201_0672","PASADENA  AAMS  C672","-95.2038208","29.6891592",12,"19-Jul-06","3-Mar-09"
"448","48_201_0673","Goodyear Houston Site #2","-95.256697","29.7023",12,"1-Oct-06",""
"449","48_201_0688","Pasadena AAMS C0688","&nbsp;","&nbsp;",12,"21-Mar-06","2-Mar-09"
"450","48_201_0695","UH Moody Tower","-95.3414","29.7176",12,"31-Mar-10",""
"451","48_201_0803","HRM #3 Haden Rd","-95.1785379","29.7647877",12,"14-Nov-92",""
"452","48_201_0804","HRM-4 Sheldon Rd C604","-95.131944","29.834722",12,"29-Nov-99","6-Dec-01"
"453","48_201_0807","HRM 7 BAYTOWN","-95.0175","29.768889",12,"29-Nov-99","7-Dec-01"
"454","48_201_0808","HRM-8 LaPorte C608","-95.056389","29.646111",12,"1-Nov-99","7-Dec-01"
"455","48_201_1001","Center at 13th","-95.123889","29.698056",12,"1-Jan-67","27-Dec-84"
"456","48_201_1002","Shell Oil Deer Park","-95.120556","29.728333",12,"1-Jan-73","13-Apr-83"
"457","48_201_1003","DEER PARK","-95.130833","29.679167",12,"1-Jan-81","23-Oct-96"
"458","48_201_1004","Cy-Fair High School","-95.653889","29.936667",12,"1-Jan-72","27-Dec-84"
"459","48_201_1005","Cullen-Mowery","-95.355278","29.6375",12,"1-Jan-67","31-Dec-81"
"460","48_201_1006","Cullen-Elgin","-95.345833","29.722778",12,"1-Jan-68","24-Jun-84"
"461","48_201_1008","Parkside-Strawberry","-95.193611","29.67",12,"1-Jan-83","27-Dec-84"
"462","48_201_1015","Lynchburg Ferry","-95.0813861","29.7616528",12,"24-Apr-03",""
"463","48_201_1017","Baytown Garth","-94.983786","29.823319",12,"5-Jun-12",""
"464","48_201_1018","Kress-Lyons","-95.308333","29.775",12,"1-Jan-71","31-Dec-81"
"465","48_201_1024","Memorial","-95.61","29.773056",12,"1-Jan-68","31-Dec-68"
"466","48_201_1025","Chimney Rock","-95.4825","29.646944",12,"1-Jan-67","31-Dec-81"
"467","48_201_1026","West 43rd","-95.440278","29.830278",12,"1-Jan-67","31-Dec-81"
"468","48_201_1027","Airport Boulevard","-95.280556","29.655556",12,"1-Jan-67","31-Dec-68"
"469","48_201_1028","Phillips Petroleum Adams Terminal","-95.187222","29.718333",12,"1-Jan-73","27-Dec-84"
"470","48_201_1029","Genoa","-95.198611","29.625278",12,"1-Jan-67","31-Dec-68"
"471","48_201_1034","Houston East","-95.2205822","29.7679965",12,"1-Jan-73",""
"472","48_201_1035","Clinton","-95.2575931","29.7337263",12,"1-Jan-72",""
"473","48_201_1037","HOUSTON CRAWFORD","-95.361667","29.751111",12,"17-Aug-71","27-Mar-01"
"474","48_201_1039","Houston Deer Park #2","-95.1285077","29.670025",12,"22-Oct-96",""
"475","48_201_1040","ELLINGTON FIELD","-95.173333","29.613056",12,"21-May-97","3-May-05"
"476","48_201_1041","SAN JACINTO MONUMENT","-95.083333","29.751944",12,"17-Apr-00","1-May-03"
"477","48_201_1042","Kingwood","-95.1897514","30.0584604",12,"15-Feb-01","20-Jan-17"
"478","48_201_1043","La Porte Airport C243","-95.0647","29.672",12,"9-Jun-05",""
"479","48_201_1049","Pasadena North","-95.2224669","29.716611",12,"1-Jul-08",""
"480","48_201_1050","Seabrook Friendship Park","-95.0155437","29.5830473",12,"29-Jul-01",""
"481","48_201_1052","Houston North Loop","-95.38769","29.81453",12,"13-Apr-15",""
"482","48_201_1054","Houston Hartwick","-95.352383","29.885356",12,"6-Dec-16","7-Apr-17"
"483","48_201_1066","Houston Southwest Freeway","-95.49265","29.7216",12,"22-Jan-14",""
"484","48_201_2001","Clinton Street","-95.240556","29.731667",12,"1-Jan-67","31-Dec-68"
"485","48_201_2002","Stewart Street","-95.238611","29.734444",12,"1-Jan-83","27-Jun-88"
"486","48_201_2003","Chambers Elementary School","-95.567778","29.698611",12,"1-Jan-72","31-Dec-81"
"487","48_201_2004","Hartsock","-95.228333","29.636944",12,"1-Jan-67","31-Dec-81"
"488","48_201_2005","West Harris","-95.218333","29.697778",12,"1-Jan-82","31-Dec-84"
"489","48_201_2006","San Jacinto Junior College","-95.118056","29.653889",12,"1-Jan-72","31-Dec-81"
"490","48_201_3001","USEPA-482013001","-95.370278","29.760556",12,"1-Jan-57","31-Dec-88"
"491","48_201_3002","North San Jacinto","-95.370278","29.756389",12,"1-Jan-67","31-Dec-81"
"492","48_201_3003","San Antonio-Manchester","-95.283889","29.720556",12,"1-Jan-67","31-Dec-81"
"493","48_201_4001","Jacinto City","-95.245","29.769444",12,"1-Jan-68","31-Dec-68"
"494","48_201_4002","Civic Center","-95.015833","29.659444",12,"1-Jan-73","31-Dec-81"
"495","48_201_4003","North Munger","-95.2","29.716667",12,"1-Jan-75","31-Dec-81"
"496","48_201_5001","La Porte Police Station","-95.025","29.663056",12,"1-Jan-67","31-Dec-68"
"497","48_201_5002","Shaw","-95.2125","29.713056",12,"1-Jan-67","12-Jun-97"
"498","48_201_6000","Cesar Chavez","-95.2535982","29.6843603",12,"11-Mar-04",""
"499","48_201_6001","USEPA-482016001","0","0",12,"1-Jan-67","31-Dec-69"
"500","48_201_7001","Seabrook Intermediate School","-95.016667","29.571944",12,"1-Jan-78","1-Jan-83"
"501","48_201_8001","South Houston Fire Station","-95.238889","29.665556",12,"1-Jan-72","31-Dec-81"
"502","48_201_9001","Tomball High School","-95.621944","30.091944",12,"1-Jan-72","31-Dec-81"
"503","48_203_0002","Karnack","-94.1674569","32.6689873",5,"30-Jun-01",""
"504","48_203_0003","Waskom C612","-94.063889","32.421111",5,"21-May-02","21-Oct-03"
"505","48_203_1079","Hallsville Red Oak Road","-94.4815","32.4702",5,"6-Dec-16",""
"506","48_209_0001","Dunbar School","-97.933333","29.879167",11,"1-Jan-71","31-Dec-75"
"507","48_209_0002","Hays County Health Department","-97.933333","29.881389",11,"1-Jan-75","31-Dec-81"
"508","48_209_0614","Dripping Springs School","-98.0833473","30.2146162",11,"11-Mar-03",""
"509","48_209_0675","CAPCOG San Marcos","-97.948333","29.890833",11,"2-Jun-06","14-Sep-11"
"510","48_209_1675","CAPCOG San Marcos Staples Road","-97.928856","29.862281",11,"20-Sep-11",""
"511","48_215_0001","McAllen Health Department","-98.241667","26.205833",15,"1-Jan-66","31-Dec-81"
"512","48_215_0002","Progresso Elementary School","-97.966667","26.088889",15,"1-Jan-74","31-Dec-81"
"513","48_215_0003","Runn Elementary School","-98.058333","26.083611",15,"1-Jan-74","31-Dec-78"
"514","48_215_0004","KGBT Radio","-97.9","26.383333",15,"1-Jan-74","31-Dec-79"
"515","48_215_0042","Edinburg","-98.1831011","26.309858",15,"7-Jan-95","28-Oct-08"
"516","48_215_0043","Mission","-98.291069","26.2262097",15,"1-Jul-95",""
"517","48_215_1001","Texas A&amp;I University","-97.958333","26.165278",15,"1-Jan-74","31-Dec-81"
"518","48_215_1003","Bicentennial at Maple","-98.235833","26.2175",15,"1-Jan-81","26-Jun-88"
"519","48_215_1046","Edinburg East Freddy Gonzalez Drive","-98.152066","26.288622",15,"8-Jul-15",""
"520","48_215_1048","Mercedes","-97.9372883","26.1310725",15,"29-Oct-08","10-Oct-12"
"521","48_221_0001","Granbury","-97.8035291","32.4423044",4,"9-May-00",""
"522","48_227_0001","Big Spring Fire Station #3","-101.466667","32.248056",7,"1-Jan-71","31-Dec-77"
"523","48_227_0002","Howard County Courthouse","-101.476944","32.251389",7,"1-Jan-75","23-Aug-83"
"524","48_227_1072","Big Spring Midway","-101.407222","32.280278",7,"3-Dec-16",""
"525","48_231_1006","Greenville","-96.1155717","33.1530882",4,"20-Mar-03",""
"526","48_233_1073","Borger FM 1559","-101.4401","35.6762",1,"2-Nov-16",""
"527","48_243_0001","Jeff Davis County Courthouse","-103.883333","30.583333",6,"1-Jan-74","31-Dec-74"
"528","48_243_0002","McDonald Observatory 1974-75","-104.008333","30.666667",6,"1-Jan-74","31-Dec-75"
"529","48_243_0003","McDonald Observatory 1976-81","-104.008333","30.666667",6,"1-Jan-76","31-Dec-81"
"530","48_243_0004","McDonald Observatory","-104.0246568","30.6693621",6,"18-Mar-02","7-Aug-11"
"531","48_245_0001","Beaumont Health Department","-94.093333","30.058333",10,"1-Jan-59","31-Dec-88"
"532","48_245_0002","Port Neches Avenue B","-93.958333","29.991667",10,"1-Jan-71","31-Dec-79"
"533","48_245_0003","Jefferson County Airport 1971-81","-94.016667","29.954167",10,"1-Jan-71","31-Dec-81"
"534","48_245_0004","Gulf States Utilities Neches Station","-94.045833","30.064722",10,"1-Jan-73","31-Dec-73"
"535","48_245_0005","Beaumont Water Plant","-94.095833","30.098056",10,"1-Jan-71","31-Dec-73"
"536","48_245_0006","Beaumont Avenue","-93.934444","29.870278",10,"1-Jan-73","31-Dec-79"
"537","48_245_0007","Lampman Drive Fire Station","-94.175833","30.131667",10,"1-Jan-76","31-Dec-81"
"538","48_245_0008","Lamar University","-94.079167","30.041667",10,"1-Jan-79","31-Dec-81"
"539","48_245_0009","Beaumont Downtown","-94.0710606","30.0364221",10,"1-Jan-80",""
"540","48_245_0010","Tyrell School","-93.896944","29.718056",10,"1-Jan-81","1-Jan-85"
"541","48_245_0011","Port Arthur West","-93.9910842","29.8975163",10,"1-Jan-81",""
"542","48_245_0014","Groves","-93.895928","29.9611242",10,"1-Sep-93",""
"543","48_245_0017","Port Neches Avenue L","-93.9528657","29.9825311",10,"25-Jul-94",""
"544","48_245_0018","Jefferson County Airport","-94.00077","29.9427981",10,"1-Oct-94",""
"545","48_245_0019","City Service Center / PA","-93.9792618","29.8938491",10,"9-May-97",""
"546","48_245_0020","CARROLL STREET PARK","-94.0773862","30.0660458",10,"18-Nov-97","30-Jul-08"
"547","48_245_0021","Port Arthur Memorial School","-93.9090184","29.9228943",10,"6-Mar-00",""
"548","48_245_0022","Hamshire","-94.3178017","29.8639574",10,"10-Feb-00",""
"549","48_245_0101","SETRPC  40  Sabine Pass","-93.8940805","29.7279314",10,"1-Jan-00",""
"550","48_245_0102","SETRPC 43 Jefferson Co Airport","-94.0006841","29.9427514",10,"5-Aug-08",""
"551","48_245_0628","SETRPC Port Arthur","-93.951163","29.867756",10,"5-Oct-04",""
"552","48_245_1001","Hogaboom Road","-93.925","29.966667",10,"1-Jan-66","31-Dec-69"
"553","48_245_1004","McKinley Water Station","-93.916667","29.958333",10,"1-Jan-71","31-Dec-71"
"554","48_245_1005","Port Arthur Service Center","-93.979167","29.895833",10,"1-Jan-71","1-Jul-75"
"555","48_245_1006","Neches Drive","-93.945833","29.983056",10,"1-Jan-71","31-Dec-71"
"556","48_245_1008","Port Arthur Main Sewage Plant","-93.879167","29.929167",10,"1-Jan-73","31-Dec-73"
"557","48_245_1009","Memorial Blvd","-93.943333","29.909444",10,"1-Nov-79","31-Dec-88"
"558","48_245_1010","Chriswell","-94.095556","30.096944",10,"3-Sep-92","30-Dec-96"
"559","48_245_1035","Nederland High School","-94.0108717","29.9789255",10,"30-Aug-06",""
"560","48_245_1050","Beaumont Mary","-94.0909236","30.0671163",10,"13-Oct-10","24-Sep-15"
"561","48_245_1071","Port Arthur 7th Street","-93.962194","29.84855",10,"30-Sep-16",""
"562","48_245_2001","Winnie &amp; Hamshire","-94.3375","29.833333",10,"1-Jan-73","31-Dec-73"
"563","48_245_2003","Orchard Street","-93.929167","29.970833",10,"1-Jan-71","31-Dec-71"
"564","48_245_2004","West 90th Street","-94.002778","29.943056",10,"1-Jan-79","31-Dec-81"
"565","48_245_2005","Port Neches Sewage Plant","-93.945833","29.945833",10,"1-Jan-71","31-Dec-74"
"566","48_245_3001","Memorial &amp; 32nd","-93.941111","29.914444",10,"1-Jan-67","31-Dec-71"
"567","48_245_3004","Picton Towing","-93.958333","29.8375",10,"1-Jan-73","31-Dec-73"
"568","48_245_4004","Park Street","-93.953889","29.965556",10,"1-Jan-72","1-Jul-75"
"569","48_251_0001","Cleburne State Park","-97.547778","32.251667",4,"1-Jan-81","26-Jul-86"
"570","48_251_0002","Cleburne City Service Center","-97.403333","32.387222",4,"20-Feb-90","31-Dec-90"
"571","48_251_0003","Cleburne Airport","-97.4367419","32.3535945",4,"10-May-00",""
"572","48_251_1008","Johnson County Luisa","-97.169271","32.469701",4,"23-Nov-10",""
"573","48_251_1063","Mansfield Flying L Lane","-97.1175","32.5418",4,"1-Oct-12",""
"574","48_251_1501","Godley FM2331","-97.526759","32.481821",4,"13-Jul-13",""
"575","48_253_0001","South Swenson","-99.799444","32.9425",3,"1-Jan-84","10-Mar-86"
"576","48_255_1070","Karnes County","-97.888183","28.880314",13,"17-Dec-14",""
"577","48_257_0001","Colquitt Road","-96.311667","32.760556",4,"1-Mar-91","31-Dec-91"
"578","48_257_0002","Tejas Drive","-96.318889","32.725",4,"24-May-92","26-May-93"
"579","48_257_0003","South Virgina Street","-96.276667","32.724444",4,"4-Aug-92","30-Dec-96"
"580","48_257_0005","Kaufman","-96.3176873","32.5649684",4,"11-Sep-00",""
"581","48_257_0020","Terrell Temtex","-96.317911","32.731919",4,"22-Dec-10",""
"582","48_273_0314","National Seashore","-97.2986922","27.4269813",14,"25-Oct-02",""
"583","48_285_0649","Halletsville","-96.9325","29.447222",14,"29-Aug-05","7-Nov-06"
"584","48_291_0089","Liberty Municipal Park","-94.783056","30.086111",12,"1-Jan-88","31-Dec-88"
"585","48_291_0699","UH West Liberty","-94.9781","30.0583",12,"31-Mar-10",""
"586","48_303_0001","Lubbock","-101.847594","33.590851",2,"1-Jan-61","22-Jun-05"
"587","48_303_0002","Fire Station #2","-101.866667","33.5725",2,"1-Jan-70","27-Aug-76"
"588","48_303_0003","Lubbock 51st &amp; Wayne","-101.917778","33.548056",2,"1-Jan-71","31-Dec-73"
"589","48_303_0004","Wolfforth Post Office","-102.008333","33.508056",2,"1-Jan-71","31-Dec-73"
"590","48_303_0005","Lubbock 51st Street","-101.847222","33.548056",2,"1-Jan-71","31-Dec-73"
"591","48_303_0006","Vanda","-101.904167","33.567222",2,"1-Jan-71","31-Dec-73"
"592","48_303_0008","Globe","-101.938889","33.580556",2,"1-Jan-71","31-Dec-73"
"593","48_303_0009","Frankfort","-101.938889","33.580556",2,"1-Jan-71","31-Dec-73"
"594","48_303_0010","Lubbock 19th Street","-101.866389","33.541944",2,"1-Jan-71","31-Dec-73"
"595","48_303_0011","Lubbock 20th Street","-101.8675","33.578333",2,"1-Jan-71","31-Dec-71"
"596","48_303_0012","Lubbock 14th Street","-101.841667","33.582778",2,"1-Jan-71","31-Dec-72"
"597","48_303_0013","East 17th Street","-101.797222","33.580278",2,"1-Jan-71","31-Dec-73"
"598","48_303_0014","Erskine","-101.884722","33.606667",2,"1-Jan-71","31-Dec-73"
"599","48_303_0015","Harvard","-101.850833","33.611667",2,"1-Jan-71","31-Dec-73"
"600","48_303_0017","Lubbock Airport","-101.819444","33.659444",2,"1-Jan-71","31-Dec-73"
"601","48_303_0020","Lubbock 73rd Street","-101.856389","33.528333",2,"1-Jan-72","1-Jul-78"
"602","48_303_0021","Zenith Fire Station","-101.808333","33.588611",2,"1-Jan-72","1-Jul-78"
"603","48_303_0023","Lubbock State School","-101.870833","33.619167",2,"1-Jan-77","31-Dec-80"
"604","48_303_0025","Wolfforth City Limits","-102.004444","33.510556",2,"9-Feb-94","18-May-95"
"605","48_303_0325","Lubbock-PM25","-101.8504183","33.5907784",2,"20-Aug-08","17-Nov-14"
"606","48_303_1001","Idalou City Hall","-101.683333","33.6625",2,"1-Jan-71","31-Dec-73"
"607","48_303_1002","Slaton City Hall","-101.6375","33.433333",2,"1-Jan-71","31-Dec-73"
"608","48_303_1003","Shallowater Tower","-101.991667","33.69",2,"1-Jan-71","31-Dec-73"
"609","48_303_1028","Lubbock 12th Street","-101.78698","33.58553",2,"13-Aug-16",""
"610","48_309_0001","USEPA-483090001","-97.122222","31.556944",9,"1-Jan-58","31-Dec-74"
"611","48_309_0007","Bosque Blvd","-97.163889","31.548056",9,"1-Jan-73","31-Dec-88"
"612","48_309_0008","Washington Park","-97.132222","31.558889",9,"1-Jan-76","31-Dec-81"
"613","48_309_1002","WACO","-97.200556","31.520556",9,"1-Jan-00","1-Apr-03"
"614","48_309_1037","Waco Mazanec","-97.0706982","31.6530743",9,"16-Apr-07",""
"615","48_309_5010","Waco KACT","-97.230556","31.611389",9,"2-Sep-05",""
"616","48_311_0001","McMullen County Courthouse","-98.548611","28.461944",16,"1-Jan-75","31-Dec-79"
"617","48_315_0050","CYPRESS RIVER AIRPORT","-94.303333","32.742778",5,"22-Apr-98","30-Jun-01"
"618","48_321_0001","USEPA-483210001","-95.973333","28.685278",12,"1-Jan-65","31-Dec-80"
"619","48_323_0003","Maverick County Tax Office","-100.5","28.683333",16,"1-Jan-71","31-Dec-77"
"620","48_323_0004","Eagle Pass","-100.4511555","28.704607",16,"1-Jun-05",""
"621","48_329_0001","Midland City Hall","-102.070833","32.006389",7,"1-Jan-71","2-Dec-82"
"622","48_329_0002","Midland Civic Center","-102.074167","31.997778",7,"1-Jan-83","27-Dec-84"
"623","48_331_1075","Rockdale John D. Harper Road","-97.076111","30.569444",9,"19-Nov-16",""
"624","48_337_1507","Bowie Patterson Street","-97.829658","33.55896",3,"31-Oct-13",""
"625","48_339_0001","West Davis","-95.483333","30.321111",12,"1-Jan-75","31-Dec-76"
"626","48_339_0078","Conroe Relocated","-95.4251278","30.3503017",12,"1-Oct-01",""
"627","48_339_0088","Gulf States Utilities","-95.452222","30.338056",12,"1-Jan-88","31-Dec-88"
"628","48_339_0089","CONROE","-95.421667","30.353889",12,"1-Oct-99","1-Jun-02"
"629","48_339_0698","UH WG Jones Forest","-95.4832","30.2362",12,"31-Mar-10",""
"630","48_339_5006","Conroe Airport KCXO","-95.413889","30.356667",12,"22-Jan-03",""
"631","48_341_0001","Dumas Junior High School","-101.963611","35.860278",1,"1-Jan-75","31-Dec-76"
"632","48_343_0001","Lone Star Steel Works","-94.710278","32.918611",5,"1-Jan-82","1-May-83"
"633","48_343_0002","Lone Star City Hall","-94.713889","32.938889",5,"1-Jan-83","27-Dec-84"
"634","48_347_0001","SFA University Forestry Building","-94.647222","31.628056",10,"1-Jan-75","1-Jan-77"
"635","48_347_0002","Nacodoches Fire Station","-94.675","31.5775",10,"1-Jan-82","24-Jul-83"
"636","48_349_0001","Corsicana Library","-96.466389","32.091944",4,"1-Jan-81","10-Oct-83"
"637","48_349_1051","Corsicana Airport","-96.3991408","32.0319335",4,"16-Jun-09",""
"638","48_349_1081","Richland Southeast 1220 Road","-96.352","31.9041",4,"16-Nov-16",""
"639","48_349_5014","Corsicana KCRS","-96.400556","32.028056",4,"1-Aug-05",""
"640","48_351_0639","Newton NTRD C639","-93.7419444","30.8847222",10,"22-Jul-05","7-Nov-06"
"641","48_355_0001","Morgan Street","-97.423611","27.777222",14,"1-Jan-57","31-Dec-88"
"642","48_355_0002","Upper River Road","-97.539444","27.833889",14,"1-Jan-64","31-Dec-69"
"643","48_355_0003","Corpus Christi Fire Station #7","-97.3875","27.737778",14,"1-Jan-69","26-Jun-88"
"644","48_355_0004","Bulk Materials Dock","-97.455556","27.818889",14,"1-Jan-69","1-Jul-78"
"645","48_355_0005","US Weather Bureau","-97.501389","27.774722",14,"1-Jan-70","30-Jul-84"
"646","48_355_0006","Holly Road Water Pump House","-97.391667","27.704167",14,"1-Jan-71","31-Dec-71"
"647","48_355_0007","Kostoryz Fire Station","-97.413889","27.727778",14,"1-Jan-71","31-Dec-79"
"648","48_355_0008","Louisiana Fire Station","-97.395833","27.766667",14,"1-Jan-71","31-Dec-79"
"649","48_355_0009","South Caranchua Fire Station","-97.397778","27.788056",14,"1-Jan-71","31-Dec-74"
"650","48_355_0010","La Retama Library","-97.393889","27.797778",14,"1-Jan-71","31-Dec-71"
"651","48_355_0011","Horne Road Fire Station","-97.431944","27.759722",14,"1-Jan-71","31-Dec-79"
"652","48_355_0012","Corpus Christi Fire Station #5","-97.426944","27.796667",14,"1-Jan-71","30-Dec-96"
"653","48_355_0013","Navigation Boulevard Fire Station","-97.395833","27.814722",14,"1-Jan-71","31-Dec-79"
"654","48_355_0014","Flour Bluff Health Department Annex","-97.269444","27.661389",14,"1-Jan-71","31-Dec-71"
"655","48_355_0015","Rand Morgan Road Fire Station","-97.547222","27.819722",14,"1-Jan-71","30-Jul-84"
"656","48_355_0016","Cantwell Lane","-97.434722","27.820833",14,"1-Jan-70","31-Dec-78"
"657","48_355_0017","Pipe Line Sign Navigation Boulevard","-97.429167","27.825",14,"1-Jan-73","31-Dec-76"
"658","48_355_0019","Old Galveston Road","-97.433333","27.789444",14,"1-Jan-73","31-Dec-81"
"659","48_355_0020","NAVIGATION","-97.454167","27.806944",14,"1-Jan-73","30-Sep-02"
"660","48_355_0021","Horne Road","-97.428611","27.757778",14,"1-Jan-77","31-Dec-79"
"661","48_355_0022","West Guth Park","-97.5525","27.833889",14,"1-Jan-77","31-Dec-81"
"662","48_355_0023","Navigation Blvd","-97.445556","27.824722",14,"1-Jan-80","31-Dec-88"
"663","48_355_0024","Leopard Street","-97.5875","27.847222",14,"1-Jan-80","30-Jun-88"
"664","48_355_0025","Corpus Christi West","-97.4342619","27.7653399",14,"1-Jan-81",""
"665","48_355_0026","Corpus Christi Tuloso","-97.5553798","27.8324089",14,"1-Jan-84",""
"666","48_355_0029","Corpus Christi Hillcrest","-97.419258","27.8075444",14,"1-Nov-94",""
"667","48_355_0030","CORPUS CHRISTI POTH","-97.434444","27.807778",14,"22-Jul-93","4-Oct-98"
"668","48_355_0032","Corpus Christi Huisache","-97.4315816","27.8045054",14,"6-Aug-97",""
"669","48_355_0034","Dona Park","-97.4657031","27.8118166",14,"31-Jan-01",""
"670","48_355_0035","Oak Park","-97.433889","27.798889",14,"2-Dec-04","23-May-16"
"671","48_355_0036","Port Grain Elevator","-97.4197222","27.8175",14,"1-Dec-04","23-May-16"
"672","48_355_0037","J.I Hailey","-97.4325","27.8244444",14,"30-Nov-04","23-May-16"
"673","48_355_0038","Inner Harbor","-97.5255556","27.8452778",14,"29-Nov-04","15-May-12"
"674","48_355_0039","FHR Easement","-97.5288889","27.8272222",14,"29-Nov-04","23-May-16"
"675","48_355_0041","Solar Estates","-97.5436111","27.8291667",14,"1-Dec-04","31-May-17"
"676","48_355_0083","Corpus Christi Palm","-97.4198783","27.8028877",14,"18-May-10",""
"677","48_355_0660","Holly Road","-97.3875","27.703056",14,"18-Jan-06",""
"678","48_355_0664","Violet","-97.619444","27.757778",14,"12-Jan-06",""
"679","48_355_1024","Williams Park","-97.4137626","27.8038056",14,"8-Aug-05",""
"680","48_361_0001","Orange 7th at Elm","-93.736111","30.096667",10,"1-Jan-66","31-Dec-71"
"681","48_361_0002","Orange Health Department","-93.736111","30.096667",10,"1-Jan-67","31-Dec-76"
"682","48_361_1001","West Orange","-93.7613411","30.0852629",10,"1-Jan-74",""
